Apparel ID,apparel name,type,age range,size,Cloth material,Prize Range,Top wear/bottom wear/,texture,Gender,Colour,Cloth sleeves,Events,matching body type,matching face type,Skin tone Matching,Undertone Matching
APRL_021,Women's Ribbed Crop Top,Tank Top,Adults,M,Ribbed Knit,Low-Range,Top wear,"Ribbed knit, Fitted, Cropped",Female,Orange,Sleeveless,"casual, seasonal, vacation, party","hourglass, rectangle, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_022,Men's Polo Shirt,Polo Shirt,Adults,L,Cotton Knit,Mid-Range,Top wear,"Knit fabric, Smooth",Male,Maroon/Burgundy,Short sleeves,"casual, seasonal, vacation, business","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_023,Men's Long Sleeve Polo,Polo Shirt,Adults,L,Cotton Knit,Mid-Range,Top wear,"Knit fabric, Printed graphics, Matte",Male,"Navy Blue, White",Full sleeves,"casual, seasonal, vacation, party","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_024,Men's Polo Shirt,Polo Shirt,Adults,L,Cotton Knit,Mid-Range,Top wear,"Knit fabric, Smooth, Ribbed",Male,"Maroon/Burgundy, Black",Short sleeves,"casual, seasonal, vacation, party","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_025,Men's Polo Shirt,Polo Shirt,Adults,L,Cotton Knit,Mid-Range,Top wear,"Knit fabric, Smooth, Logo",Male,"White, Black",Short sleeves,"casual, seasonal, vacation, business","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_026,Women's Floral Peplum Top,Peplum Top,Adults,M,Viscose Blend,Mid-Range,Top wear,"Printed fabric, Floral pattern, Peplum hem, Lightweight, Sheer",Female,"Black, Pink, Brown, White, Green (Multi)",Short sleeves (Puff),"casual, party, seasonal, vacation","rectangle, pear, apple, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_027,Women's Smocked Top,Peplum Top,Adults,M,Cotton/Viscose Blend,Mid-Range,Top wear,"Smocked, Tie detail, Textured",Female,Maroon/Red,Cap sleeves,"casual, seasonal, vacation, party","rectangle, pear, apple, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_028,Women's Printed Tunic,Peplum Top,Adults,L,Cotton Blend,Mid-Range,Top wear,"Printed fabric, Paisley print, Gathered, Matte",Female,"Navy Blue, White, Grey",3/4 sleeves,"casual, seasonal, vacation, party","apple, pear, rectangle, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_029,Women's Floral Peplum Top,Peplum Top,Adults,XXL,Cotton Blend,Mid-Range,Top wear,"Printed fabric, Floral pattern, Smocked, Peplum hem, Puff sleeves",Female,"Blue, White",Full sleeves (Puff),"casual, seasonal, vacation, party","apple, pear, rectangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_030,Women's Floral Tunic,Peplum Top,Adults,M,Viscose Blend,Mid-Range,Top wear,"Printed fabric, Floral pattern, Gathered, Matte",Female,"Maroon/Burgundy, White",3/4 sleeves,"casual, seasonal, vacation, party","apple, pear, rectangle, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_031,Women's Floral Set,Choli,Adults,M,Georgette/Chiffon,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Sheer, Layered, Pleated",Female,"Blue, Multicolored Floral","Full sleeves, Sleeveless","party, wedding, seasonal, vacation","hourglass, rectangle, pear, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_032,Girls' Floral Crop Top and Skirt Set,Choli,Kids,M,Polyester Blend,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral/Abstract pattern, Shiny, Pleated",Female,"Navy Blue, Orange, Teal, Yellow, White",Sleeveless,"party, wedding, seasonal, vacation, casual","rectangle, pear, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_033,Girls' Lehenga Choli Set,Choli,Kids,M,Silk Blend/Net,Mid-Range,"Top wear, Bottom wear","Embroidered, Printed, Border detail, Festive",Female,"Off-white/Cream, Pink, Gold",Sleeveless,"party, wedding, seasonal, formal","rectangle, pear, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_034,Women's Tiered Skirt Set,Choli,Adults,M,Georgette/Chiffon,Mid-Range,"Top wear, Bottom wear","Tiered, Lightweight, Sheer, Textured border",Female,Terracotta/Rust,3/4 sleeves (Puff),"party, wedding, seasonal, vacation, formal","hourglass, pear, rectangle, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_035,Men's Jeans,Skinny Jeans,Adults,L,Denim,Mid-Range,Bottom wear,"Denim, Matte, Woven",Male,Black,N/A,"casual, party, seasonal, vacation","rectangle, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_036,Men's Jeans/Trousers,Skinny Jeans,Adults,L,Denim/Cotton Blend,Mid-Range,Bottom wear,"Denim/Woven, Matte, Textured",Male,White/Off-white,N/A,"casual, seasonal, vacation","rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_037,Women's Skinny Jeans,Skinny Jeans,Adults,M,Denim,Mid-Range,Bottom wear,"Denim, Smooth, Fitted",Female,Light Blue,N/A,"casual, seasonal, vacation, party","hourglass, rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_038,Women's Skinny Jeans,Skinny Jeans,Adults,M,Denim,Mid-Range,Bottom wear,"Denim, Smooth, Fitted",Female,Blue,N/A,"casual, seasonal, vacation, party","hourglass, rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_039,Men's Chinos,Straight-Leg Trousers,Adults,L,Cotton Blend,Mid-Range,Bottom wear,"Woven, Smooth, Matte",Male,Brown/Khaki,N/A,"casual, business, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_040,Women's Elastic Trousers,Straight-Leg Trousers,Adults,L,Cotton Blend,Mid-Range,Bottom wear,"Woven, Smooth, Elastic waist",Female,Beige/Khaki,N/A,"casual, seasonal, vacation","pear, apple, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_041,Women's Elastic Trousers,Straight-Leg Trousers,Adults,L,Cotton Blend,Mid-Range,Bottom wear,"Woven, Smooth, Elastic waist",Female,Pink,N/A,"casual, seasonal, vacation","pear, apple, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_042,Women's Palazzo Pants,Straight-Leg Trousers,Adults,M,Knit/Poly Blend,Mid-Range,Bottom wear,"Knit/Woven, Wide Leg, Striped",Female,"Black, White",N/A,"casual, seasonal, vacation, party","pear, apple, rectangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_043,Women's Trousers,Straight-Leg Trousers,Adults,M,Cotton/Poly Blend,Mid-Range,Bottom wear,"Woven, Smooth, Matte",Female,Dark Grey,N/A,"business, casual, formal, seasonal","hourglass, rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_044,Men's Chinos,Straight-Leg Trousers,Adults,L,Cotton Blend,Mid-Range,Bottom wear,"Woven, Smooth, Matte",Male,Black,N/A,"casual, business, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_045,Women's Palazzo Pants,Palazzo Pants,Adults,M,Viscose Blend,Mid-Range,Bottom wear,"Smooth, Flowy, Wide Leg, Drawstring",Female,Pink,N/A,"casual, seasonal, vacation, party","pear, apple, rectangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_046,Women's Palazzo Pants,Palazzo Pants,Adults,M,Linen Blend,Mid-Range,Bottom wear,"Textured, Wide Leg, Pleated front",Female,Beige/Khaki,N/A,"casual, seasonal, vacation, business","pear, apple, rectangle, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_047,Women's Wide Leg Jeans,Palazzo Pants,Adults,M,Denim,Mid-Range,Bottom wear,"Denim, Smooth, Wide Leg, Elastic waist",Female,Blue,N/A,"casual, seasonal, vacation, party","pear, apple, rectangle, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_048,Women's Pencil Skirt,Pencil Skirt,Adults,M,Poly Blend,Mid-Range,Bottom wear,"Smooth, Matte, Fitted, Knee-length",Female,Black,N/A,"business, formal, party, seasonal","hourglass, rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_049,Women's Pencil Skirt,Pencil Skirt,Adults,M,Poly Blend,Mid-Range,Bottom wear,"Smooth, Matte, Fitted, Knee-length",Female,Black,N/A,"business, formal, party, seasonal","hourglass, rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_050,Women's Mini Skirt,Mini Skirt,Adults,M,Poly Blend,Mid-Range,Bottom wear,"Houndstooth pattern, Woven, Mini",Female,"Black, White",N/A,"casual, party, seasonal","rectangle, inverted triangle, hourglass, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_051,Women's Denim Mini Skirt,Mini Skirt,Adults,XL,Denim,Mid-Range,Bottom wear,"Denim, Fitted, Mini",Female,Dark Blue,N/A,"casual, seasonal, vacation","rectangle, hourglass, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_052,Women's Denim Midi Skirt,Mini Skirt,Adults,M,Denim,Mid-Range,Bottom wear,"Denim, Button front, Midi",Female,Light Blue,N/A,"casual, seasonal, vacation","rectangle, hourglass, pear, apple, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_053,Women's Mini Skirt,Mini Skirt,Adults,M,Poly Blend,Mid-Range,Bottom wear,"Smooth, Matte, Mini",Female,Pink,N/A,"casual, party, seasonal, vacation","rectangle, inverted triangle, hourglass, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_054,Women's Pleated Mini Skirt,Mini Skirt,Adults,M,Poly Blend,Mid-Range,Bottom wear,"Pleated, Matte, Mini",Female,Navy Blue,N/A,"casual, party, seasonal, vacation","rectangle, inverted triangle, hourglass, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_055,Women's Satin Mini Skort,Mini Skirt,Adults,M,Satin/Silk Blend,Mid-Range,Bottom wear,"Shiny, Smooth, Wrap-style, Mini",Female,Black,N/A,"party, casual, seasonal","rectangle, inverted triangle, hourglass, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_056,Women's Denim Mini Skirt,Mini Skirt,Adults,M,Denim,Mid-Range,Bottom wear,"Denim, Fitted, Mini",Female,Light Blue,N/A,"casual, seasonal, vacation","rectangle, hourglass, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_057,Women's Ribbed Mini Skort,Mini Skirt,Adults,XL,Ribbed Knit/Woven,Mid-Range,Bottom wear,"Ribbed texture, Wrap-style, Mini",Female,Black,N/A,"casual, party, seasonal, vacation","rectangle, inverted triangle, hourglass, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_058,Men's Joggers,Joggers,Adults,L,Cotton Blend,Mid-Range,Bottom wear,"Matte, Smooth, Elasticated waistband, Cuffed",Male,Beige/Cream,N/A,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_059,Kids' Joggers,Joggers,Kids,M,Poly Blend,Mid-Range,Bottom wear,"Knit, Printed graphic, Elasticated waistband, Cuffed",Unisex,"Red, Pink/Orange",N/A,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_060,Men's Joggers,Joggers,Adults,L,Poly Blend,Mid-Range,Bottom wear,"Smooth, Matte, Drawstring, Cuffed",Male,Black,N/A,"casual, seasonal, vacation, party","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_061,Women's Cargo Joggers,Joggers,Adults,M,Denim/Cotton Blend,Mid-Range,Bottom wear,"Denim/Woven, Matte, Elasticated waistband, Cuffed, Pockets",Female,Blue,N/A,"casual, seasonal, vacation","rectangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_062,Men's Sports Shorts,Shorts,Adults,L,Poly Blend,Low-Range,Bottom wear,"Smooth, Striped detail, Elasticated waistband",Male,"Black, White",N/A,"casual, seasonal, vacation","rectangle, inverted triangle, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_063,Men's Cargo Shorts,Shorts,Adults,L,Cotton Blend,Mid-Range,Bottom wear,"Knit/Woven, Pockets, Drawstring, Elasticated waistband",Male,Blue,N/A,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_064,Women's Casual Shorts,Shorts,Adults,M,Cotton Blend,Low-Range,Bottom wear,"Textured/Woven, Elasticated waistband, Drawstring",Female,Purple/Lavender,N/A,"casual, seasonal, vacation","rectangle, pear, apple, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_065,Men's Casual Shorts,Shorts,Adults,L,Cotton Blend,Low-Range,Bottom wear,"Smooth, Matte, Elasticated waistband",Male,Khaki/Green,N/A,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_066,Women's Printed Midi Dress,A-Line Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Tiered skirt, Gathered waist, Flowy",Female,"Multicolored (Navy, Red, Pink, Brown, Blue, Green)",3/4 sleeves,"casual, seasonal, vacation, party","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_067,Women's Button-Front Midi Dress,A-Line Dress,Adults,M,Linen Blend,Mid-Range,"Top wear, Bottom wear","Textured/Woven, Button front, A-line skirt",Female,Rust/Terracotta,Sleeveless,"casual, seasonal, vacation","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_068,Women's Printed Dress,A-Line Dress,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Printed, Tiered skirt, Belted waist",Female,"Blue, White (Printed)",3/4 sleeves,"casual, seasonal, vacation, party","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_069,Women's Embroidered Dress,A-Line Dress,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Embroidered, Square neck, Knee-length",Female,"Black, Multicolored Embroidery",Elbow sleeves,"casual, seasonal, party","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_070,Women's Printed Maxi Dress,Maxi Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Smocked/Gathered waist, Flowy, Maxi-length",Female,"Multicolored (White, Green, Blue, Yellow, Red, Black)",Sleeveless,"casual, seasonal, vacation, party","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_071,Women's Button-Front Maxi Dress,Maxi Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Button front, Maxi-length",Female,"Navy Blue, Multicolored Print",Sleeveless,"casual, seasonal, vacation","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_072,Women's Halter Neck Midi Dress,Maxi Dress,Adults,M,Satin/Silk Blend,High-Range,"Top wear, Bottom wear","Shiny, Smooth, Flowy, Halter neck, Midi-length",Female,Blue/Teal,Sleeveless,"formal, party, wedding","rectangle, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_073,Women's Tiered Maxi Dress,Maxi Dress,Adults,M,Cotton/Poly Blend,Mid-Range,"Top wear, Bottom wear","Textured, Tiered skirt, Button front, Puffed sleeves, Maxi-length",Female,Pink,Full sleeves,"casual, seasonal, vacation, party","rectangle, pear, apple, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_074,Women's Floral Wrap Dress,Wrap Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Wrap style, Ruffled hem, Flowy, Midi-length",Female,"Purple, Beige (Printed)",Short sleeves,"casual, seasonal, vacation, party","hourglass, rectangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_075,Women's Wrap Mini Dress,Wrap Dress,Adults,M,Knit Blend,Low-Range,"Top wear, Bottom wear","Knit, Fitted, Wrap style, Mini-length",Female,Black,Short sleeves,"casual, party","hourglass, rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_076,Women's Floral Midi Dress,Wrap Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Drawstring waist, Flowy, Matte",Female,"Navy Blue, Yellow, White, Green (Printed)",Elbow sleeves,"casual, seasonal, vacation, party","rectangle, pear, apple, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_077,Women's Floral Midi Dress,Wrap Dress,Adults,M,Georgette/Chiffon,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Flowy, Sheer layer",Female,"Yellow, Multicolored Print",Short sleeves,"casual, seasonal, vacation, party","rectangle, pear, apple, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light","warm, neutral"
APRL_078,Women's Fitted Midi Dress,Bodycon Dress,Adults,M,Poly Blend,Mid-Range,"Top wear, Bottom wear","Smooth, Knit, Fitted, Square neck",Female,Teal Green,Short sleeves,"business, formal, party, seasonal","hourglass, rectangle, inverted triangle, pear","oval, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_079,Women's Ruched Bodycon Dress,Bodycon Dress,Adults,M,Knit Blend,Mid-Range,"Top wear, Bottom wear","Ruched, Fitted, Knit",Female,Black,Sleeveless,"party, formal, wedding, seasonal","hourglass, rectangle, inverted triangle, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
